id_oblig,id_cli,cod_prod,vr_desembolsado,sdo_capital,vr_cuota,fec_desembolso,fec_venc,dias_mora_act,num_cuotas_pend,calif_riesgo
OBL005793,CLI003265,PR006,33774371.54,26996567.77,496681.93,2021-07-13,2028-03-05,10,62,Alto
OBL005794,CLI007157,PR028,33711700.38,30188038.9,1087474.21,2022-02-26,2035-12-25,165,92,Alto
OBL005795,CLI009598,PR027,37433289.69,11037302.91,473839.11,2022-09-20,2035-06-14,53,36,Bajo
OBL005796,CLI003001,PR045,48840646.43,42484473.32,763135.1,2026-01-11,2029-04-14,120,18,Alto
OBL005797,CLI008136,PR041,20421909.54,11803250.18,498095.35,2024-01-22,2033-01-31,11,73,Alto
OBL005798,CLI007577,PR048,35667895.23,18569798.39,304853.81,2025-10-29,2030-03-28,110,85,Bajo
OBL005799,CLI003840,PR037,9889361.48,8203711.86,92423.94,2019-05-29,2035-04-23,69,12,Medio
OBL005800,CLI009523,PR048,20222080.35,10634309.03,612790.31,2019-03-03,2027-09-07,95,94,Bajo
OBL005801,CLI008694,PR023,11436582.63,1775681.45,816898.76,2020-11-29,2033-06-09,162,2,Bajo
OBL005802,CLI004783,PR033,29850429.01,17730558.7,278975.97,2024-04-07,2032-12-14,0,48,Bajo
OBL005803,CLI001263,PR007,17782962.58,3582650.98,166195.91,2019-03-17,2027-09-16,5,10,Alto
OBL005804,CLI002850,PR030,28111210.92,25848428.33,540600.21,2020-03-28,2033-11-29,155,21,Medio
OBL005805,CLI006502,PR038,32271567.39,18484643.15,313316.19,2022-10-04,2035-02-20,3,33,Medio
OBL005806,CLI001808,PR010,7926558.66,1295785.18,377455.17,2021-02-22,2030-07-25,19,6,Medio
OBL005807,CLI002289,PR014,11123681.26,10857121.42,148315.75,2024-01-12,2028-05-28,63,63,Alto
OBL005808,CLI001040,PR034,24624157.28,24476943.23,1641610.49,2020-02-29,2035-10-21,9,102,Bajo
OBL005809,CLI002259,PR048,28563813.64,15574488.8,793439.27,2018-08-27,2029-12-15,105,114,Medio
OBL005810,CLI000463,PR006,31490012.84,11206447.54,484461.74,2020-09-11,2033-05-03,55,91,Medio
OBL005811,CLI004066,PR045,7634024.06,4327374.24,119281.63,2020-01-03,2030-12-10,58,41,Medio
OBL005812,CLI004270,PR013,26235359.71,4851808.38,709063.78,2019-01-16,2029-01-29,124,67,Bajo
OBL005813,CLI002280,PR016,44938172.5,20180089.13,1045073.78,2020-01-27,2029-08-25,169,8,Bajo
OBL005814,CLI006774,PR020,28062389.14,10845067.74,379221.47,2020-06-25,2030-07-21,127,24,Alto
OBL005815,CLI008467,PR034,2075897.68,845404.31,26959.71,2021-08-23,2030-10-24,177,35,Bajo
OBL005816,CLI001391,PR024,15753748.09,13207469.98,210049.97,2021-10-13,2026-09-28,175,59,Medio
OBL005817,CLI000805,PR027,8241650.2,4567575.1,433771.06,2022-07-14,2027-09-22,118,1,Alto
OBL005818,CLI005651,PR037,19400369.77,6735449.65,239510.74,2021-12-21,2034-02-20,26,29,Medio
OBL005819,CLI003372,PR007,14333191.31,10819576.55,186145.34,2024-07-06,2030-11-24,168,103,Alto
OBL005820,CLI003477,PR036,40514882.11,30857274.89,397204.73,2018-08-14,2026-12-19,78,94,Bajo
OBL005821,CLI004335,PR045,32358573.52,28784973.34,1078619.12,2026-02-02,2033-08-25,48,10,Bajo
OBL005822,CLI006749,PR037,2902053.04,1066339.6,30872.9,2023-12-31,2033-02-20,177,75,Alto
OBL005823,CLI006381,PR044,49347569.32,6208355.43,948991.72,2024-09-03,2030-04-11,132,81,Alto
OBL005824,CLI002760,PR041,17791394.28,7998489.23,988410.79,2020-03-08,2030-12-26,70,26,Alto
OBL005825,CLI008540,PR034,34416702.8,13809041.0,1811405.41,2024-08-30,2027-12-20,111,89,Alto
OBL005826,CLI001832,PR036,39370893.75,17547995.6,757132.57,2023-06-28,2033-04-21,64,75,Medio
OBL005827,CLI000893,PR024,38444529.87,11480934.9,340217.08,2024-06-10,2031-06-28,83,81,Medio
OBL005828,CLI009734,PR045,29781874.87,14183923.89,363193.6,2025-07-21,2035-06-09,39,83,Alto
OBL005829,CLI006613,PR026,25994346.03,5264572.95,1130188.96,2022-11-23,2029-03-23,23,119,Bajo
OBL005830,CLI003554,PR010,2971968.76,1126159.01,53070.87,2024-09-05,2030-12-23,146,111,Bajo
OBL005831,CLI009705,PR021,25524143.36,4526759.67,252714.29,2019-08-06,2031-07-09,17,103,Medio
OBL005832,CLI009209,PR008,5592135.16,1119884.86,73580.73,2021-10-12,2030-02-07,133,4,Alto
OBL005833,CLI006150,PR046,42929327.09,42891610.56,2146466.35,2025-03-05,2029-10-18,37,116,Medio
OBL005834,CLI009242,PR035,47147292.73,30644351.48,432543.97,2022-07-14,2031-02-04,16,110,Bajo
OBL005835,CLI006721,PR030,12289683.58,254823.27,166076.81,2022-05-26,2029-08-04,134,75,Alto
OBL005836,CLI000753,PR016,21929870.3,7824185.1,219298.7,2019-12-08,2033-12-27,32,6,Alto
OBL005837,CLI006285,PR001,47104134.31,39214064.18,628055.12,2018-12-25,2034-04-26,89,88,Alto
OBL005838,CLI007204,PR008,19419882.2,17861202.75,198162.06,2020-02-16,2029-11-05,81,21,Alto
OBL005839,CLI009587,PR044,27052343.8,11404689.43,300581.6,2025-04-17,2033-08-15,162,114,Medio
OBL005840,CLI001735,PR001,34407440.06,31723169.38,324598.49,2023-05-24,2027-02-08,173,70,Bajo
OBL005841,CLI003644,PR039,36461661.35,3769412.45,792644.81,2019-12-29,2027-12-26,109,114,Bajo
OBL005842,CLI008399,PR005,43224060.29,4994849.94,3087432.88,2022-02-25,2031-10-30,150,45,Bajo
OBL005843,CLI007631,PR036,25506367.6,9501530.59,1821883.4,2019-10-02,2027-05-22,82,11,Alto
OBL005844,CLI001561,PR039,4045047.84,2280383.76,192621.33,2025-09-05,2027-04-06,38,8,Bajo
OBL005845,CLI002991,PR007,43841284.85,39916902.5,1096032.12,2019-04-25,2029-12-24,54,41,Bajo
OBL005846,CLI004734,PR040,38341438.02,668368.82,479267.98,2019-04-10,2031-04-30,69,53,Bajo
OBL005847,CLI009879,PR008,7811529.51,492410.44,69128.58,2024-08-06,2027-04-22,65,47,Alto
OBL005848,CLI007492,PR038,23182331.35,14540239.33,205153.37,2026-01-07,2033-01-12,115,41,Bajo
OBL005849,CLI004971,PR002,25864529.06,10050929.13,718459.14,2018-10-04,2028-11-01,76,61,Medio
OBL005850,CLI007769,PR011,17123297.47,11323192.46,244618.54,2026-01-21,2027-09-17,164,19,Alto
OBL005851,CLI008987,PR033,11920970.89,8083521.24,198682.85,2019-04-12,2032-06-23,90,62,Medio
OBL005852,CLI002631,PR042,20621448.93,1118956.72,245493.44,2019-09-25,2030-03-07,92,66,Medio
OBL005853,CLI002288,PR025,10492736.28,4504097.25,361818.49,2021-06-04,2036-04-25,79,99,Medio
OBL005854,CLI005170,PR014,48921998.89,9081376.68,1528812.47,2023-02-20,2030-10-01,108,14,Medio
OBL005855,CLI009592,PR047,44689945.6,5286737.03,438136.72,2024-08-05,2033-01-18,148,99,Medio
OBL005856,CLI003418,PR001,28675667.29,7538536.76,2048261.95,2021-09-06,2035-04-07,159,52,Bajo
OBL005857,CLI007434,PR040,45559220.6,24313822.82,1231330.29,2021-11-27,2032-05-30,8,119,Medio
OBL005858,CLI001268,PR021,35501193.76,4529893.16,710023.88,2020-10-15,2035-01-18,0,77,Alto
OBL005859,CLI009090,PR013,25514217.59,18786711.4,242992.55,2022-05-03,2033-09-05,150,79,Medio
OBL005860,CLI001046,PR006,32035302.75,23211382.41,337213.71,2026-04-27,2026-12-14,45,43,Alto
OBL005861,CLI008822,PR035,36092555.67,20040493.81,591681.24,2022-10-03,2031-05-22,101,52,Bajo
OBL005862,CLI004160,PR002,18950586.69,9793656.55,421124.15,2019-05-14,2028-07-02,22,50,Bajo
OBL005863,CLI008580,PR009,27372053.67,317692.84,536706.93,2022-05-15,2030-05-09,161,13,Alto
OBL005864,CLI007295,PR011,29461503.57,23840864.5,1636750.2,2025-11-26,2033-02-13,43,63,Medio
OBL005865,CLI002374,PR007,42626339.62,12777830.7,377224.24,2019-12-14,2031-05-22,16,88,Medio
OBL005866,CLI000558,PR003,2175029.73,666439.42,80556.66,2024-10-08,2028-04-06,0,59,Alto
OBL005867,CLI002281,PR011,34563254.81,33696329.53,437509.55,2019-03-31,2035-10-29,60,66,Medio
OBL005868,CLI001996,PR024,44282756.73,3907275.77,442827.57,2025-02-09,2031-05-01,149,84,Medio
OBL005869,CLI002208,PR019,36579129.19,35780013.66,338695.64,2023-04-03,2033-07-11,84,53,Alto
OBL005870,CLI001898,PR049,17818619.92,3866390.22,742442.5,2021-12-11,2032-05-28,73,104,Bajo
OBL005871,CLI009015,PR026,36156141.87,9314072.28,488596.51,2024-08-21,2026-10-13,30,38,Bajo
OBL005872,CLI008474,PR048,37588176.32,23153600.26,578279.64,2020-12-28,2035-11-03,12,6,Alto
OBL005873,CLI001130,PR046,19920881.98,19857167.87,948613.43,2021-04-04,2028-09-24,171,64,Alto
OBL005874,CLI009453,PR006,46229936.57,29974043.31,856109.94,2020-06-26,2031-01-16,82,82,Bajo
OBL005875,CLI003000,PR026,13433246.15,12078355.61,279859.29,2024-11-09,2034-12-17,153,45,Medio
OBL005876,CLI005644,PR014,1310386.31,470849.55,12246.6,2024-05-19,2030-04-22,162,54,Bajo
OBL005877,CLI006472,PR030,22362502.94,12827728.68,421934.02,2020-11-15,2030-01-12,8,83,Bajo
OBL005878,CLI002937,PR043,42708050.08,29812872.7,577135.81,2020-03-01,2033-11-14,172,106,Alto
OBL005879,CLI000596,PR022,6752976.35,3293602.39,129864.93,2020-12-26,2032-11-16,104,25,Bajo
OBL005880,CLI004114,PR021,17135744.67,5402899.52,178497.34,2022-01-29,2034-08-02,163,31,Alto
OBL005881,CLI008509,PR029,35618806.08,19310166.33,318025.05,2020-08-23,2033-06-29,135,2,Medio
OBL005882,CLI006314,PR015,19056489.84,16807773.79,322991.35,2019-04-30,2035-09-12,5,50,Medio
OBL005883,CLI005303,PR041,33694280.16,7028653.93,802244.77,2021-07-29,2027-01-11,78,51,Bajo
OBL005884,CLI007484,PR024,25257960.72,12293143.16,721656.02,2023-01-22,2034-10-19,172,11,Medio
OBL005885,CLI005851,PR034,6865906.74,6645333.15,70782.54,2025-05-21,2029-12-14,10,100,Bajo
OBL005886,CLI009759,PR022,12643459.41,8024915.7,263405.4,2024-01-19,2034-03-01,178,77,Medio
OBL005887,CLI006709,PR038,38958062.78,11796772.64,649301.05,2025-01-30,2032-06-24,49,87,Alto
OBL005888,CLI005491,PR031,35452112.38,32874296.07,334453.89,2023-12-28,2036-05-28,147,40,Bajo
OBL005889,CLI003119,PR012,40394944.63,24526914.07,408029.74,2025-12-17,2028-04-09,80,76,Bajo
OBL005890,CLI006997,PR040,18543106.22,16195719.76,349869.93,2021-07-20,2030-03-12,102,61,Medio
OBL005891,CLI008487,PR026,21158004.25,7581593.65,846320.17,2021-09-26,2033-07-17,136,15,Bajo
OBL005892,CLI002148,PR005,48354859.28,19528107.31,483548.59,2021-06-28,2029-05-13,66,30,Medio
OBL005893,CLI009752,PR032,30611096.14,29841894.6,309202.99,2020-05-21,2032-11-17,92,57,Medio
OBL005894,CLI002797,PR034,36050602.47,15103742.76,1386561.63,2019-07-11,2028-12-22,45,69,Medio
OBL005895,CLI007677,PR040,25834922.03,3645475.42,1230234.38,2024-11-22,2035-07-17,130,17,Bajo
OBL005896,CLI003164,PR003,4887675.37,1065464.56,232746.45,2020-07-09,2031-10-25,37,54,Alto
OBL005897,CLI009614,PR033,19570238.75,11702036.03,337417.91,2026-06-27,2032-10-31,59,86,Alto
OBL005898,CLI000864,PR037,24653043.77,13952150.43,448237.16,2019-05-31,2028-06-09,20,5,Medio
OBL005899,CLI003863,PR018,22731387.97,5707616.49,733270.58,2023-03-21,2026-11-03,140,35,Alto
OBL005900,CLI008116,PR020,37948346.83,14345004.1,602354.71,2024-08-12,2033-04-17,59,13,Alto
OBL005901,CLI001631,PR041,40203599.82,2485552.18,1005090.0,2021-11-06,2026-10-16,115,5,Bajo
OBL005902,CLI008424,PR004,35740845.97,32123216.11,464166.83,2019-06-12,2031-03-03,155,36,Alto
OBL005903,CLI001391,PR027,36806923.43,25666189.71,408965.82,2021-09-10,2035-01-04,165,106,Alto
OBL005904,CLI000114,PR041,2142225.97,1244101.31,21859.45,2019-01-16,2030-10-27,8,120,Bajo
OBL005905,CLI008598,PR020,17939515.65,11029980.75,298991.93,2021-06-05,2036-07-04,91,100,Bajo
OBL005906,CLI008794,PR017,32455481.28,12710064.35,954572.98,2023-05-18,2028-04-14,111,15,Medio
OBL005907,CLI003964,PR001,14667536.88,7832780.82,318859.5,2026-06-18,2031-08-26,68,25,Bajo
OBL005908,CLI003765,PR013,7612590.71,4910072.84,105730.43,2019-01-21,2030-12-18,170,29,Medio
OBL005909,CLI007549,PR036,2031209.76,1021174.57,33853.5,2025-05-30,2030-07-28,32,111,Medio
OBL005910,CLI009976,PR016,5178988.24,1598202.35,143860.78,2023-10-12,2035-09-11,2,106,Bajo
OBL005911,CLI005105,PR026,4527565.33,2896483.68,377297.11,2022-08-24,2035-03-22,1,62,Alto
OBL005912,CLI003446,PR024,48836544.73,38760183.51,514068.89,2019-06-16,2027-01-27,81,29,Alto
OBL005913,CLI009948,PR015,32296356.75,13907355.66,296296.85,2025-07-12,2034-12-23,153,51,Alto
OBL005914,CLI003062,PR028,43893353.53,33522592.21,447891.36,2019-08-17,2034-01-02,20,65,Bajo
OBL005915,CLI002748,PR020,4879130.43,3062852.66,116169.77,2025-10-29,2030-04-17,143,96,Alto
OBL005916,CLI006593,PR014,34766649.39,24470583.64,362152.6,2021-08-21,2032-02-16,168,59,Medio
OBL005917,CLI002647,PR035,13348773.5,5799214.88,112174.57,2019-11-09,2036-07-17,28,90,Bajo
OBL005918,CLI009246,PR014,44983060.0,24545970.41,1022342.27,2022-07-28,2029-01-29,133,95,Medio
OBL005919,CLI002689,PR024,27657457.85,14726618.75,1975532.7,2020-09-11,2028-04-06,105,25,Medio
OBL005920,CLI007492,PR027,11049314.28,661901.22,151360.47,2020-03-16,2033-09-29,125,55,Medio
OBL005921,CLI005219,PR028,21786344.2,18593283.75,363105.74,2023-12-06,2033-08-17,18,52,Medio
OBL005922,CLI009214,PR027,16000580.36,15219801.71,266676.34,2024-05-23,2030-10-01,85,120,Alto
OBL005923,CLI007183,PR010,14943718.14,1948815.39,287379.2,2026-05-22,2028-02-17,25,4,Medio
OBL005924,CLI001700,PR049,4915028.11,517439.07,109222.85,2021-12-18,2030-07-06,150,13,Bajo
OBL005925,CLI000907,PR004,28243730.87,22910103.74,300465.22,2021-10-19,2035-04-19,8,15,Medio
OBL005926,CLI009437,PR023,11580961.21,4979879.47,196287.48,2024-06-26,2027-11-15,23,112,Alto
OBL005927,CLI009515,PR042,23864753.99,8719064.63,322496.68,2023-04-21,2033-01-27,110,40,Medio
OBL005928,CLI001895,PR028,13566307.38,9266473.65,208712.42,2025-02-02,2030-05-30,66,72,Medio
OBL005929,CLI006367,PR044,31232173.73,3503329.14,260268.11,2020-02-21,2028-02-03,38,17,Bajo
OBL005930,CLI002397,PR032,7690855.28,1384653.41,128180.92,2022-02-13,2031-05-30,103,94,Medio
OBL005931,CLI009674,PR050,30381507.71,23053298.47,460325.87,2022-05-14,2030-12-18,158,23,Bajo
OBL005932,CLI007780,PR030,31372059.65,22416647.73,298781.52,2026-03-31,2032-07-17,89,38,Alto
OBL005933,CLI004854,PR041,8937311.38,1722026.69,82752.88,2020-02-28,2036-07-05,180,110,Alto
OBL005934,CLI001047,PR017,8184259.89,4936028.86,341010.83,2020-01-25,2027-08-21,31,85,Bajo
OBL005935,CLI007512,PR043,32773513.44,20486900.2,318189.45,2018-11-10,2031-07-26,6,117,Bajo
OBL005936,CLI009747,PR003,2165246.92,1126082.57,63683.73,2020-12-29,2035-08-10,71,109,Bajo
OBL005937,CLI007143,PR041,15171116.13,1712857.46,446209.3,2020-12-17,2033-12-19,116,43,Bajo
OBL005938,CLI005039,PR004,25130289.91,18623661.49,273155.33,2018-11-23,2031-09-23,163,58,Medio
OBL005939,CLI009673,PR008,21834671.55,6688961.65,779809.7,2020-09-09,2028-06-17,175,112,Alto
OBL005940,CLI001421,PR005,14303011.03,45131.11,376395.03,2018-10-13,2034-11-10,64,104,Alto
OBL005941,CLI004174,PR047,5337516.48,3325533.86,56184.38,2023-05-29,2027-05-26,166,6,Bajo
OBL005942,CLI001336,PR033,24372854.49,6206818.47,262073.7,2019-06-12,2030-07-30,111,35,Alto
OBL005943,CLI007851,PR048,20548512.15,5812232.8,181845.24,2024-05-03,2030-10-25,110,43,Medio
OBL005944,CLI009622,PR023,45610458.84,14005049.4,556225.11,2020-06-14,2028-03-05,21,37,Medio
OBL005945,CLI002875,PR018,34016687.55,20199843.73,2000981.62,2024-06-05,2028-04-27,24,14,Alto
OBL005946,CLI008225,PR002,36467309.4,30820696.69,439365.17,2022-04-30,2028-12-11,117,14,Bajo
OBL005947,CLI001763,PR044,48415211.14,44041852.98,440138.28,2021-02-12,2033-08-26,157,22,Alto
OBL005948,CLI002837,PR003,44277502.07,25755824.47,539969.54,2025-03-06,2027-07-04,148,78,Bajo
OBL005949,CLI007005,PR027,26945404.21,18431770.09,299393.38,2021-04-28,2030-01-22,91,29,Alto
OBL005950,CLI003811,PR050,27071102.2,5398010.35,796208.89,2020-01-13,2026-11-05,64,52,Medio
OBL005951,CLI001349,PR036,15810093.8,10027515.05,359320.31,2022-11-11,2028-10-27,104,31,Medio
OBL005952,CLI007596,PR038,3839520.19,2674635.57,43140.68,2024-09-23,2033-01-24,57,67,Alto
OBL005953,CLI004570,PR028,31910824.18,5932396.22,1877107.3,2025-10-12,2026-10-27,132,14,Bajo
OBL005954,CLI009491,PR031,18161217.45,7950076.54,199573.82,2023-09-23,2032-10-12,157,46,Bajo
OBL005955,CLI008013,PR017,44560984.32,12952946.65,948106.05,2023-04-24,2027-09-17,116,106,Medio
OBL005956,CLI006027,PR046,29451562.91,7717030.18,841473.23,2023-08-15,2027-06-27,56,53,Alto
OBL005957,CLI004290,PR044,13244440.03,10844734.03,281796.6,2018-09-21,2034-12-14,177,102,Medio
OBL005958,CLI006891,PR011,45132153.53,31912163.99,1025730.76,2020-09-18,2030-12-13,123,53,Medio
OBL005959,CLI004439,PR003,30318115.24,3015903.83,291520.34,2024-11-24,2035-06-28,166,26,Medio
OBL005960,CLI007554,PR048,26856697.71,13554089.34,506730.15,2022-01-28,2033-07-30,136,16,Medio
OBL005961,CLI006079,PR035,12542328.21,12312504.26,145841.03,2023-03-09,2033-01-31,45,3,Bajo
OBL005962,CLI003771,PR019,16598561.64,225996.51,663942.47,2021-01-02,2033-01-26,25,91,Medio
OBL005963,CLI001586,PR020,25090406.91,12002283.26,1475906.29,2018-09-30,2033-01-24,140,106,Bajo
OBL005964,CLI002436,PR036,14649982.37,10228281.74,166477.07,2026-05-25,2034-08-27,124,42,Bajo
OBL005965,CLI008426,PR016,23397380.85,15039620.47,324963.62,2022-06-21,2032-03-28,98,117,Bajo
OBL005966,CLI005620,PR023,41565124.33,1459632.96,704493.63,2023-07-08,2026-09-27,149,58,Alto
OBL005967,CLI001701,PR049,12959660.31,11842058.91,156140.49,2019-11-17,2031-01-05,142,33,Bajo
OBL005968,CLI008008,PR024,19124742.03,2915177.61,254996.56,2025-01-28,2036-03-10,56,71,Alto
OBL005969,CLI006976,PR017,35232274.41,28446893.73,1957348.58,2022-09-21,2033-08-22,50,120,Medio
OBL005970,CLI008270,PR023,42908655.07,41964434.54,1046552.56,2021-10-23,2033-12-24,49,3,Medio
OBL005971,CLI009201,PR002,13193087.91,3913291.19,209414.09,2025-10-31,2031-03-05,60,49,Bajo
OBL005972,CLI004525,PR016,44994674.0,42599110.5,562433.43,2024-09-25,2027-03-27,90,34,Alto
OBL005973,CLI008315,PR017,40446667.2,1396710.8,400462.05,2018-09-17,2036-03-13,17,27,Alto
OBL005974,CLI001014,PR015,34595884.64,3737832.51,532244.38,2024-12-22,2032-06-21,29,24,Bajo
OBL005975,CLI004970,PR034,43122335.3,22088249.54,444560.16,2025-02-05,2032-08-01,39,53,Medio
OBL005976,CLI005350,PR018,23489671.71,14284474.12,345436.35,2018-10-15,2034-05-08,89,17,Alto
OBL005977,CLI001143,PR049,20602098.01,13894241.76,245263.07,2026-06-03,2029-07-14,141,102,Medio
OBL005978,CLI007856,PR029,1858950.97,111948.84,19567.9,2024-05-31,2033-10-07,58,90,Bajo
OBL005979,CLI004679,PR038,11366994.04,9692497.27,247108.57,2024-02-26,2027-09-30,126,89,Alto
OBL005980,CLI001455,PR001,7826292.14,4739029.03,89957.38,2022-08-09,2029-09-22,38,33,Medio
OBL005981,CLI006595,PR048,32030715.73,25547116.33,821300.4,2021-01-16,2028-02-28,24,22,Medio
OBL005982,CLI006315,PR011,22227000.03,16764259.22,453612.25,2019-08-26,2030-12-02,99,21,Bajo
OBL005983,CLI005512,PR006,40574131.31,1460027.12,1193356.8,2024-05-18,2026-10-02,118,22,Alto
OBL005984,CLI005124,PR047,13884213.11,10592621.7,133502.05,2021-09-17,2036-07-14,35,100,Alto
OBL005985,CLI005010,PR025,18871695.27,2987617.85,171560.87,2022-12-07,2028-04-04,94,65,Bajo
OBL005986,CLI003554,PR019,22725807.03,10605448.15,227258.07,2019-05-31,2028-04-20,25,89,Alto
OBL005987,CLI005338,PR012,3974548.24,1828422.13,44657.85,2023-03-14,2036-07-21,151,13,Alto
OBL005988,CLI008236,PR047,11354954.21,3123484.94,180237.37,2019-03-24,2033-01-23,178,42,Medio
OBL005989,CLI005213,PR046,48663668.86,25368787.29,640311.43,2024-10-08,2028-08-15,47,20,Alto
OBL005990,CLI000052,PR050,15739760.19,676886.82,141799.64,2023-12-31,2029-09-03,92,96,Alto
OBL005991,CLI009670,PR049,12939060.93,8312665.29,107825.51,2026-05-01,2031-10-02,179,96,Alto
OBL005992,CLI006923,PR016,26938578.21,1781891.69,332575.04,2026-05-08,2028-12-28,60,56,Bajo
OBL005993,CLI006210,PR050,31455372.07,16480994.43,275924.32,2022-08-15,2036-02-08,83,5,Bajo
OBL005994,CLI001322,PR038,27165590.65,2157016.98,2089660.82,2025-01-29,2026-11-06,108,97,Alto
OBL005995,CLI009571,PR001,1371865.75,637142.67,85741.61,2020-09-12,2029-11-30,22,82,Bajo
OBL005996,CLI009949,PR008,1803056.39,833081.01,29081.55,2022-12-19,2032-11-15,61,38,Alto
OBL005997,CLI004668,PR020,44938283.84,6880463.33,2246914.19,2025-06-26,2032-06-02,123,110,Medio
OBL005998,CLI009326,PR039,45772542.64,17390130.84,2179644.89,2024-04-24,2030-01-03,16,14,Alto
OBL005999,CLI003675,PR049,2875477.22,2319182.37,41078.25,2021-12-06,2033-03-11,103,84,Medio
OBL006000,CLI008854,PR014,5526246.28,623349.38,65788.65,2022-11-12,2035-11-07,177,113,Medio
OBL006001,CLI009921,PR024,44401705.63,17879585.69,1009129.67,2020-02-02,2032-10-01,98,117,Bajo
OBL006002,CLI006795,PR047,40918569.41,2445230.16,560528.35,2021-12-13,2027-08-27,3,70,Medio
OBL006003,CLI006525,PR015,9405203.5,8997540.39,159410.23,2023-12-13,2027-04-07,61,118,Bajo
OBL006004,CLI002256,PR010,20526748.46,13515512.81,266581.15,2023-09-02,2035-02-19,94,109,Alto
OBL006005,CLI001996,PR039,22654767.86,9966775.19,404549.43,2018-09-19,2029-05-10,3,97,Alto
OBL006006,CLI006338,PR001,37198539.68,14958121.27,729383.13,2021-02-19,2027-01-16,87,100,Medio
OBL006007,CLI007886,PR009,18191077.8,556496.74,293404.48,2018-11-07,2033-10-13,68,106,Medio
OBL006008,CLI003690,PR028,3093434.58,662330.06,40174.48,2021-10-16,2031-08-17,106,40,Bajo
OBL006009,CLI003535,PR041,14201307.57,11337134.66,137876.77,2019-09-03,2030-06-17,63,42,Medio
OBL006010,CLI007408,PR017,25636234.05,2980917.37,394403.6,2021-09-10,2031-10-07,175,0,Bajo
OBL006011,CLI007813,PR035,8225733.22,511161.17,373896.96,2019-01-07,2036-03-03,95,8,Medio
OBL006012,CLI007138,PR050,12599523.75,4095364.05,135478.75,2019-10-04,2033-02-17,123,36,Alto
OBL006013,CLI001662,PR031,29759611.72,25915834.78,725844.19,2021-06-22,2030-03-29,160,110,Alto
OBL006014,CLI000098,PR013,12597678.4,1997440.73,108600.68,2022-05-24,2029-07-14,132,45,Alto
OBL006015,CLI001648,PR043,17853975.56,2940454.77,297566.26,2023-04-13,2031-01-13,90,9,Alto
OBL006016,CLI000668,PR042,18725891.36,4978983.42,407084.59,2025-10-08,2029-07-06,6,49,Bajo
OBL006017,CLI006037,PR046,22726975.59,18024926.58,378782.93,2023-05-25,2034-01-23,37,83,Alto
OBL006018,CLI009677,PR014,3806224.18,935082.89,271873.16,2023-03-02,2030-06-06,66,54,Medio
OBL006019,CLI009869,PR002,22350320.08,6881888.91,399112.86,2023-05-31,2031-09-07,73,21,Alto
OBL006020,CLI002090,PR003,5517908.28,3738376.22,141484.83,2020-07-01,2034-09-07,66,83,Alto
OBL006021,CLI008453,PR021,49650465.52,9981816.31,1838906.13,2020-04-25,2032-12-21,129,115,Alto
OBL006022,CLI004671,PR021,34829267.24,26573692.93,414634.13,2025-12-04,2035-07-06,131,74,Medio
OBL006023,CLI007090,PR002,26220933.67,8098589.43,1008497.45,2024-10-20,2029-07-21,85,119,Alto
OBL006024,CLI005962,PR049,36651350.86,35979759.71,555323.5,2021-11-17,2031-06-18,96,22,Alto
OBL006025,CLI002240,PR050,11819528.57,2926292.7,251479.33,2020-10-31,2036-07-20,40,97,Bajo
OBL006026,CLI009681,PR017,5468183.58,3176322.91,103173.28,2021-09-08,2033-06-30,154,47,Medio
OBL006027,CLI008930,PR009,47088511.79,8182717.36,416712.49,2020-09-30,2029-09-22,123,71,Medio
OBL006028,CLI005458,PR046,12894045.62,1301723.52,460501.63,2018-11-15,2035-01-10,46,108,Bajo
OBL006029,CLI000064,PR047,47339436.32,21052887.38,1527078.59,2025-12-09,2034-04-04,10,93,Medio
OBL006030,CLI007315,PR036,40011165.46,25551161.87,533482.21,2025-07-28,2031-03-07,45,68,Bajo
OBL006031,CLI005914,PR014,38896754.64,20764461.88,1852226.41,2022-02-23,2031-11-21,179,48,Alto
OBL006032,CLI000305,PR002,48106780.96,35935927.5,453837.56,2018-10-16,2032-11-05,157,34,Medio
OBL006033,CLI007005,PR033,26292243.46,6068074.88,584272.08,2020-01-04,2029-08-28,50,86,Alto
OBL006034,CLI006511,PR004,17510052.58,7199022.73,500287.22,2024-06-11,2033-07-08,46,38,Alto
OBL006035,CLI003684,PR021,29979380.66,26178124.91,374742.26,2022-11-12,2030-11-07,112,44,Medio
OBL006036,CLI009956,PR025,49848805.95,43403665.08,692344.53,2020-05-03,2035-01-04,116,55,Alto
OBL006037,CLI007988,PR038,29489249.54,6520167.61,313715.42,2026-01-13,2031-05-11,88,97,Alto
OBL006038,CLI001637,PR025,13555583.87,6068225.55,282408.0,2020-08-03,2030-07-23,5,79,Medio
OBL006039,CLI001445,PR020,13928806.33,5516183.75,290183.47,2024-08-27,2033-05-09,22,102,Medio
OBL006040,CLI007268,PR008,18691227.69,5882898.9,196749.77,2023-02-12,2028-01-20,13,119,Alto
OBL006041,CLI007015,PR036,34186772.84,33110881.6,406985.39,2021-07-19,2027-12-18,128,115,Medio
OBL006042,CLI007520,PR033,24305228.06,19604782.37,900193.63,2020-06-27,2034-03-08,29,65,Alto
OBL006043,CLI007668,PR010,43609172.18,4896806.77,431773.98,2025-11-08,2033-08-15,81,98,Medio
